0,45:06.1,out,Controller Balance (coarse): 100,16,100,BF 08 64 ,FALSE
1,45:06.1,out,Controller Balance (coarse): 98,16,98,BF 08 62 ,FALSE
2,45:06.1,out,Controller Balance (coarse): 97,16,97,BF 08 61 ,FALSE
3,45:06.1,out,Controller Balance (coarse): 96,16,96,BF 08 60 ,FALSE
4,45:06.1,out,Controller Balance (coarse): 94,16,94,BF 08 5E ,FALSE
5,45:06.1,out,Controller Balance (coarse): 93,16,93,BF 08 5D ,FALSE
6,45:06.1,out,Controller Balance (coarse): 92,16,92,BF 08 5C ,FALSE
7,45:06.1,out,Controller Balance (coarse): 90,16,90,BF 08 5A ,FALSE
8,45:06.1,out,Controller Balance (coarse): 89,16,89,BF 08 59 ,FALSE
9,45:06.1,out,Controller Balance (coarse): 87,16,87,BF 08 57 ,FALSE
10,45:06.1,out,Controller Balance (coarse): 86,16,86,BF 08 56 ,FALSE
11,45:06.1,out,Controller Balance (coarse): 85,16,85,BF 08 55 ,FALSE
12,45:06.1,out,Controller Balance (coarse): 83,16,83,BF 08 53 ,FALSE
13,45:06.1,out,Controller Balance (coarse): 81,16,81,BF 08 51 ,FALSE
14,45:06.1,out,Controller Balance (coarse): 80,16,80,BF 08 50 ,FALSE
15,45:06.1,out,Controller Balance (coarse): 78,16,78,BF 08 4E ,FALSE
16,45:06.1,out,Controller Balance (coarse): 77,16,77,BF 08 4D ,FALSE
17,45:06.1,out,Controller Balance (coarse): 75,16,75,BF 08 4B ,FALSE
18,45:06.1,out,Controller Balance (coarse): 73,16,73,BF 08 49 ,FALSE
19,45:06.1,out,Controller Balance (coarse): 72,16,72,BF 08 48 ,FALSE
20,45:06.1,out,Controller Balance (coarse): 70,16,70,BF 08 46 ,FALSE
21,45:06.1,out,Controller Balance (coarse): 68,16,68,BF 08 44 ,FALSE
22,45:06.1,out,Controller Balance (coarse): 67,16,67,BF 08 43 ,FALSE
23,45:06.1,out,Controller Balance (coarse): 65,16,65,BF 08 41 ,FALSE
24,45:06.1,out,Controller Balance (coarse): 64,16,64,BF 08 40 ,FALSE
25,45:06.1,out,Controller Balance (coarse): 62,16,62,BF 08 3E ,FALSE
26,45:06.1,out,Controller Balance (coarse): 59,16,59,BF 08 3B ,FALSE
27,45:06.1,out,Controller Balance (coarse): 57,16,57,BF 08 39 ,FALSE
28,45:06.1,out,Controller Balance (coarse): 55,16,55,BF 08 37 ,FALSE
29,45:06.1,out,Controller Balance (coarse): 53,16,53,BF 08 35 ,FALSE
30,45:06.1,out,Controller Balance (coarse): 50,16,50,BF 08 32 ,FALSE
31,45:06.1,out,Controller Balance (coarse): 48,16,48,BF 08 30 ,FALSE
32,45:06.1,out,Controller Balance (coarse): 46,16,46,BF 08 2E ,FALSE
33,45:06.1,out,Controller Balance (coarse): 44,16,44,BF 08 2C ,FALSE
34,45:06.1,out,Controller Balance (coarse): 41,16,41,BF 08 29 ,FALSE
35,45:06.1,out,Controller Balance (coarse): 39,16,39,BF 08 27 ,FALSE
36,45:06.1,out,Controller Balance (coarse): 37,16,37,BF 08 25 ,FALSE
37,45:06.1,out,Controller Balance (coarse): 34,16,34,BF 08 22 ,FALSE
38,45:06.1,out,Controller Balance (coarse): 32,16,32,BF 08 20 ,FALSE
39,45:06.1,out,Controller Balance (coarse): 29,16,29,BF 08 1D ,FALSE
40,45:06.1,out,Controller Balance (coarse): 27,16,27,BF 08 1B ,FALSE
41,45:06.1,out,Controller Balance (coarse): 24,16,24,BF 08 18 ,FALSE
42,45:06.1,out,Controller Balance (coarse): 22,16,22,BF 08 16 ,FALSE
43,45:06.1,out,Controller Balance (coarse): 20,16,20,BF 08 14 ,FALSE
44,45:06.1,out,Controller Balance (coarse): 17,16,17,BF 08 11 ,FALSE
45,45:06.1,out,Controller Balance (coarse): 15,16,15,BF 08 0F ,FALSE
46,45:06.1,out,Controller Balance (coarse): 12,16,12,BF 08 0C ,FALSE
47,45:06.1,out,Controller Balance (coarse): 10,16,10,BF 08 0A ,FALSE
48,45:06.1,out,Controller Balance (coarse): 7,16,7,BF 08 07 ,FALSE
49,45:06.1,out,Controller Balance (coarse): 5,16,5,BF 08 05 ,FALSE
50,45:06.1,out,Controller Balance (coarse): 3,16,3,BF 08 03 ,FALSE
51,45:06.1,out,Controller Balance (coarse): 0,16,0,BF 08 00 ,FALSE
52,45:06.1,out,Controller Balance (coarse): 4,16,4,BF 08 04 ,FALSE
53,45:06.1,out,Controller Balance (coarse): 2,16,2,BF 08 02 ,FALSE
54,45:06.1,out,Controller Balance (coarse): 0,16,0,BF 08 00 ,FALSE
55,45:06.3,out,Controller Balance (coarse): 1,16,1,BF 08 01 ,FALSE
56,45:06.3,out,Controller Balance (coarse): 2,16,2,BF 08 02 ,FALSE
57,45:06.3,out,Controller Balance (coarse): 3,16,3,BF 08 03 ,FALSE
58,45:06.3,out,Controller Balance (coarse): 4,16,4,BF 08 04 ,FALSE
59,45:06.3,out,Controller Balance (coarse): 6,16,6,BF 08 06 ,FALSE
60,45:06.3,out,Controller Balance (coarse): 7,16,7,BF 08 07 ,FALSE
61,45:06.3,out,Controller Balance (coarse): 9,16,9,BF 08 09 ,FALSE
62,45:06.3,out,Controller Balance (coarse): 10,16,10,BF 08 0A ,FALSE
63,45:06.3,out,Controller Balance (coarse): 11,16,11,BF 08 0B ,FALSE
64,45:06.3,out,Controller Balance (coarse): 12,16,12,BF 08 0C ,FALSE
65,45:06.3,out,Controller Balance (coarse): 13,16,13,BF 08 0D ,FALSE
66,45:06.3,out,Controller Balance (coarse): 14,16,14,BF 08 0E ,FALSE
67,45:06.4,out,Controller Balance (coarse): 15,16,15,BF 08 0F ,FALSE
68,45:06.4,out,Controller Balance (coarse): 16,16,16,BF 08 10 ,FALSE
69,45:06.4,out,Controller Balance (coarse): 17,16,17,BF 08 11 ,FALSE
70,45:06.4,out,Controller Balance (coarse): 18,16,18,BF 08 12 ,FALSE
71,45:06.4,out,Controller Balance (coarse): 19,16,19,BF 08 13 ,FALSE
72,45:06.4,out,Controller Balance (coarse): 20,16,20,BF 08 14 ,FALSE
73,45:06.4,out,Controller Balance (coarse): 21,16,21,BF 08 15 ,FALSE
74,45:06.4,out,Controller Balance (coarse): 22,16,22,BF 08 16 ,FALSE
75,45:06.4,out,Controller Balance (coarse): 24,16,24,BF 08 18 ,FALSE
76,45:06.4,out,Controller Balance (coarse): 25,16,25,BF 08 19 ,FALSE
77,45:06.4,out,Controller Balance (coarse): 26,16,26,BF 08 1A ,FALSE
78,45:06.4,out,Controller Balance (coarse): 27,16,27,BF 08 1B ,FALSE
79,45:06.4,out,Controller Balance (coarse): 28,16,28,BF 08 1C ,FALSE
80,45:06.4,out,Controller Balance (coarse): 29,16,29,BF 08 1D ,FALSE
81,45:06.4,out,Controller Balance (coarse): 31,16,31,BF 08 1F ,FALSE
82,45:06.4,out,Controller Balance (coarse): 32,16,32,BF 08 20 ,FALSE
83,45:06.4,out,Controller Balance (coarse): 34,16,34,BF 08 22 ,FALSE
84,45:06.4,out,Controller Balance (coarse): 36,16,36,BF 08 24 ,FALSE
85,45:06.4,out,Controller Balance (coarse): 38,16,38,BF 08 26 ,FALSE
86,45:06.4,out,Controller Balance (coarse): 39,16,39,BF 08 27 ,FALSE
87,45:06.4,out,Controller Balance (coarse): 41,16,41,BF 08 29 ,FALSE
88,45:06.4,out,Controller Balance (coarse): 42,16,42,BF 08 2A ,FALSE
